,Unnamed: 0,Date,Matchup,Bookmaker,Team,Moneyline Odds,Estimated Win Percentage,TEAM_NAME,GAME_DATE,Model Win Prob,WL,Difference,Would have profitted
1142,1183,2024-01-15,Cleveland Cavaliers vs Chicago Bulls,draftkings,Cleveland Cavaliers,-166,0.6240601503759399,Cleveland Cavaliers,2024-01-15,0.57086575,1,-0.05319440037593992,False
1216,1261,2024-01-21,Washington Wizards vs Denver Nuggets,draftkings,Washington Wizards,625,0.1379310344827586,Washington Wizards,2024-01-21,0.19108121,0,0.05315017551724141,False
1547,1603,2024-02-13,Orlando Magic vs Oklahoma City Thunder,draftkings,Orlando Magic,130,0.4347826086956521,Orlando Magic,2024-02-13,0.48784947,0,0.0530668613043479,False
1815,1880,2024-03-08,Philadelphia 76ers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310,0.7560975609756098,New Orleans Pelicans,2024-03-08,0.70345116,1,-0.0526464009756098,False
1242,1287,2024-01-23,Indiana Pacers vs Denver Nuggets,draftkings,Indiana Pacers,140,0.4166666666666667,Indiana Pacers,2024-01-23,0.36403075,0,-0.05263591666666667,True
1689,1749,2024-02-28,Toronto Raptors vs Dallas Mavericks,draftkings,Toronto Raptors,136,0.423728813559322,Toronto Raptors,2024-02-28,0.37109748,0,-0.052631333559322035,True
1373,1423,2024-01-31,Brooklyn Nets vs Phoenix Suns,draftkings,Phoenix Suns,-155,0.6078431372549019,Phoenix Suns,2024-01-31,0.6604339,1,0.05259076274509811,True
503,519,2023-11-29,Toronto Raptors vs Phoenix Suns,draftkings,Toronto Raptors,110,0.4761904761904761,Toronto Raptors,2023-11-29,0.4237426,1,-0.052447876190476084,False
1257,1303,2024-01-24,Milwaukee Bucks vs Cleveland Cavaliers,draftkings,Milwaukee Bucks,-265,0.726027397260274,Milwaukee Bucks,2024-01-24,0.6736253,1,-0.052402097260274005,False
1188,1232,2024-01-19,Boston Celtics vs Denver Nuggets,draftkings,Boston Celtics,-230,0.696969696969697,Boston Celtics,2024-01-19,0.74929357,0,0.05232387303030295,False
462,477,2023-11-26,Orlando Magic vs Charlotte Hornets,draftkings,Orlando Magic,-270,0.7297297297297297,Orlando Magic,2023-11-26,0.6774254,1,-0.05230432972972976,False
357,368,2023-11-19,Brooklyn Nets vs Philadelphia 76ers,draftkings,Brooklyn Nets,142,0.4132231404958678,Brooklyn Nets,2023-11-19,0.46548536,0,0.052262219504132235,False
888,920,2023-12-29,Orlando Magic vs New York Knicks,draftkings,New York Knicks,100,0.5,New York Knicks,2023-12-29,0.5520933,0,0.05209330000000001,False
1319,1367,2024-01-28,Atlanta Hawks vs Toronto Raptors,draftkings,Toronto Raptors,200,0.3333333333333333,Toronto Raptors,2024-01-28,0.38524413,0,0.0519107966666667,False
1154,1195,2024-01-16,Phoenix Suns vs Sacramento Kings,draftkings,Sacramento Kings,170,0.3703703703703703,Sacramento Kings,2024-01-16,0.4222577,0,0.05188732962962972,False
1474,1528,2024-02-08,Brooklyn Nets vs Cleveland Cavaliers,draftkings,Brooklyn Nets,190,0.3448275862068966,Brooklyn Nets,2024-02-08,0.39668196,0,0.051854373793103425,False
322,332,2023-11-16,Golden State Warriors vs Oklahoma City Thunder,draftkings,Golden State Warriors,124,0.4464285714285714,Golden State Warriors,2023-11-16,0.49817228,0,0.051743708571428626,False
2165,2243,2024-04-02,Washington Wizards vs Milwaukee Bucks,draftkings,Washington Wizards,650,0.1333333333333333,Washington Wizards,2024-04-02,0.18497926,1,0.0516459266666667,True
1467,1520,2024-02-07,Sacramento Kings vs Detroit Pistons,draftkings,Detroit Pistons,550,0.1538461538461538,Detroit Pistons,2024-02-07,0.20529738,1,0.0514512261538462,True
1381,1431,2024-02-01,Memphis Grizzlies vs Cleveland Cavaliers,draftkings,Memphis Grizzlies,215,0.3174603174603174,Memphis Grizzlies,2024-02-01,0.26602504,0,-0.0514352774603174,True
1644,1703,2024-02-25,Atlanta Hawks vs Orlando Magic,draftkings,Orlando Magic,-118,0.5412844036697247,Orlando Magic,2024-02-25,0.48984963,0,-0.051434773669724765,True
115,119,2023-11-01,Oklahoma City Thunder vs New Orleans Pelicans,draftkings,Oklahoma City Thunder,-162,0.6183206106870229,Oklahoma City Thunder,2023-11-01,0.5670167,0,-0.05130391068702289,True
2066,2140,2024-03-25,Los Angeles Clippers vs Indiana Pacers,draftkings,Indiana Pacers,190,0.3448275862068966,Indiana Pacers,2024-03-25,0.3960198,1,0.0511922137931034,True
294,303,2023-11-14,Brooklyn Nets vs Orlando Magic,draftkings,Orlando Magic,110,0.4761904761904761,Orlando Magic,2023-11-14,0.52724016,0,0.05104968380952385,False
898,930,2023-12-29,Phoenix Suns vs Charlotte Hornets,draftkings,Charlotte Hornets,750,0.1176470588235294,Charlotte Hornets,2023-12-29,0.16828832,0,0.050641261176470595,False
1112,1152,2024-01-13,Oklahoma City Thunder vs Orlando Magic,draftkings,Oklahoma City Thunder,-625,0.8620689655172413,Oklahoma City Thunder,2024-01-13,0.81145203,1,-0.050616935517241335,False
407,419,2023-11-22,Atlanta Hawks vs Brooklyn Nets,draftkings,Brooklyn Nets,150,0.4,Brooklyn Nets,2023-11-22,0.45057064,0,0.05057064,False
1796,1861,2024-03-06,Portland Trail Blazers vs Oklahoma City Thunder,draftkings,Portland Trail Blazers,575,0.1481481481481481,Portland Trail Blazers,2024-03-06,0.19840172,0,0.05025357185185189,False
1345,1394,2024-01-29,Portland Trail Blazers vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-395,0.797979797979798,Philadelphia 76ers,2024-01-29,0.7478741,0,-0.050105697979798025,True
343,353,2023-11-17,Utah Jazz vs Phoenix Suns,draftkings,Utah Jazz,170,0.3703703703703703,Utah Jazz,2023-11-17,0.32027036,0,-0.05010001037037032,True
1073,1111,2024-01-10,Utah Jazz vs Denver Nuggets,draftkings,Utah Jazz,220,0.3125,Utah Jazz,2024-01-10,0.36243832,1,0.04993831999999998,True
114,118,2023-11-01,Oklahoma City Thunder vs New Orleans Pelicans,draftkings,New Orleans Pelicans,136,0.423728813559322,New Orleans Pelicans,2023-11-01,0.37388465,1,-0.04984416355932203,False
1842,1909,2024-03-10,Los Angeles Clippers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-155,0.6078431372549019,Milwaukee Bucks,2024-03-10,0.65759754,1,0.049754402745098125,True
1712,1773,2024-02-29,Los Angeles Lakers vs Washington Wizards,draftkings,Washington Wizards,330,0.2325581395348837,Washington Wizards,2024-02-29,0.18287134,0,-0.0496867995348837,True
48,50,2023-10-27,Sacramento Kings vs Golden State Warriors,draftkings,Golden State Warriors,124,0.4464285714285714,Golden State Warriors,2023-10-27,0.49605778,1,0.04962920857142861,True
208,215,2023-11-08,New York Knicks vs San Antonio Spurs,draftkings,San Antonio Spurs,320,0.238095238095238,San Antonio Spurs,2023-11-08,0.188514,0,-0.04958123809523801,True
1615,1673,2024-02-23,Houston Rockets vs Phoenix Suns,draftkings,Phoenix Suns,-166,0.6240601503759399,Phoenix Suns,2024-02-23,0.67354167,0,0.04948151962406011,False
1343,1392,2024-01-29,Denver Nuggets vs Milwaukee Bucks,draftkings,Denver Nuggets,-175,0.6363636363636364,Denver Nuggets,2024-01-29,0.58693993,1,-0.049423706363636355,False
855,886,2023-12-26,Portland Trail Blazers vs Sacramento Kings,draftkings,Portland Trail Blazers,250,0.2857142857142857,Portland Trail Blazers,2023-12-26,0.23633084,1,-0.04938344571428571,False
1408,1459,2024-02-03,Chicago Bulls vs Sacramento Kings,draftkings,Sacramento Kings,102,0.495049504950495,Sacramento Kings,2024-02-03,0.44570583,1,-0.049343674950494965,False
2307,2391,2024-04-11,Boston Celtics vs New York Knicks,draftkings,New York Knicks,-148,0.5967741935483871,New York Knicks,2024-04-11,0.6460924,1,0.04931820645161289,True
2114,2191,2024-03-29,San Antonio Spurs vs New York Knicks,draftkings,San Antonio Spurs,340,0.2272727272727272,San Antonio Spurs,2024-03-29,0.27656,1,0.04928727272727276,True
2224,2304,2024-04-05,Dallas Mavericks vs Golden State Warriors,draftkings,Dallas Mavericks,-205,0.6721311475409836,Dallas Mavericks,2024-04-05,0.62284625,1,-0.04928489754098353,False
942,975,2024-01-01,Phoenix Suns vs Portland Trail Blazers,draftkings,Portland Trail Blazers,440,0.1851851851851851,Portland Trail Blazers,2024-01-01,0.23443992,0,0.049254734814814904,False
470,485,2023-11-26,Cleveland Cavaliers vs Toronto Raptors,draftkings,Toronto Raptors,110,0.4761904761904761,Toronto Raptors,2023-11-26,0.42721984,0,-0.04897063619047609,True
359,370,2023-11-19,Toronto Raptors vs Detroit Pistons,draftkings,Detroit Pistons,230,0.303030303030303,Detroit Pistons,2023-11-19,0.2541091,0,-0.04892120303030301,True
1211,1255,2024-01-20,Houston Rockets vs Utah Jazz,draftkings,Utah Jazz,114,0.4672897196261682,Utah Jazz,2024-01-20,0.41838008,0,-0.04890963962616823,True
650,674,2023-12-12,Chicago Bulls vs Denver Nuggets,draftkings,Chicago Bulls,260,0.2777777777777778,Chicago Bulls,2023-12-12,0.3266793,0,0.048901522222222216,False
1175,1219,2024-01-18,Toronto Raptors vs Chicago Bulls,draftkings,Toronto Raptors,120,0.4545454545454545,Toronto Raptors,2024-01-18,0.4057123,0,-0.04883315454545445,True
1262,1308,2024-01-24,San Antonio Spurs vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-285,0.7402597402597403,Oklahoma City Thunder,2024-01-24,0.7890848,1,0.048825059740259746,True
229,236,2023-11-09,Orlando Magic vs Atlanta Hawks,draftkings,Atlanta Hawks,-148,0.5967741935483871,Atlanta Hawks,2023-11-09,0.64544475,1,0.04867055645161289,True
259,267,2023-11-12,Brooklyn Nets vs Washington Wizards,draftkings,Washington Wizards,220,0.3125,Washington Wizards,2023-11-12,0.26384038,0,-0.048659620000000015,True
798,828,2023-12-22,Miami Heat vs Atlanta Hawks,draftkings,Atlanta Hawks,100,0.5,Atlanta Hawks,2023-12-22,0.45134833,0,-0.04865166999999998,True
1586,1643,2024-02-15,Portland Trail Blazers vs Minnesota Timberwolves,draftkings,Portland Trail Blazers,320,0.238095238095238,Portland Trail Blazers,2024-02-15,0.18977171,0,-0.04832352809523799,True
1639,1698,2024-02-25,Indiana Pacers vs Dallas Mavericks,draftkings,Dallas Mavericks,-120,0.5454545454545454,Dallas Mavericks,2024-02-25,0.593691,0,0.048236454545454555,False
376,387,2023-11-20,Charlotte Hornets vs Boston Celtics,draftkings,Charlotte Hornets,350,0.2222222222222222,Charlotte Hornets,2023-11-20,0.27020848,1,0.04798625777777776,True
1844,1911,2024-03-10,Atlanta Hawks vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310,0.7560975609756098,New Orleans Pelicans,2024-03-10,0.7081167,1,-0.04798086097560972,False
1080,1119,2024-01-11,Oklahoma City Thunder vs Portland Trail Blazers,draftkings,Portland Trail Blazers,625,0.1379310344827586,Portland Trail Blazers,2024-01-11,0.18582273,0,0.0478916955172414,False
559,578,2023-12-02,Sacramento Kings vs Denver Nuggets,draftkings,Denver Nuggets,120,0.4545454545454545,Denver Nuggets,2023-12-02,0.5024353,0,0.047889845454545554,False
701,727,2023-12-15,Phoenix Suns vs New York Knicks,draftkings,Phoenix Suns,-205,0.6721311475409836,Phoenix Suns,2023-12-15,0.624308,0,-0.0478231475409836,True
668,693,2023-12-13,Milwaukee Bucks vs Indiana Pacers,draftkings,Milwaukee Bucks,-258,0.7206703910614525,Milwaukee Bucks,2023-12-13,0.67312324,1,-0.047547151061452464,False
1517,1572,2024-02-10,Golden State Warriors vs Phoenix Suns,draftkings,Golden State Warriors,110,0.4761904761904761,Golden State Warriors,2024-02-10,0.5237305,1,0.04754002380952388,True
971,1005,2024-01-03,Dallas Mavericks vs Portland Trail Blazers,draftkings,Portland Trail Blazers,470,0.175438596491228,Portland Trail Blazers,2024-01-03,0.22293437,0,0.04749577350877199,False
981,1016,2024-01-04,Golden State Warriors vs Denver Nuggets,draftkings,Denver Nuggets,-148,0.5967741935483871,Denver Nuggets,2024-01-04,0.64425266,1,0.04747846645161291,True
2141,2219,2024-03-31,Minnesota Timberwolves vs Chicago Bulls,draftkings,Minnesota Timberwolves,-345,0.7752808988764045,Minnesota Timberwolves,2024-03-31,0.7279377,0,-0.04734319887640448,True
924,957,2023-12-31,Oklahoma City Thunder vs Brooklyn Nets,draftkings,Oklahoma City Thunder,-325,0.7647058823529411,Oklahoma City Thunder,2023-12-31,0.81198716,1,0.04728127764705892,True
791,821,2023-12-21,Minnesota Timberwolves vs Los Angeles Lakers,draftkings,Minnesota Timberwolves,-205,0.6721311475409836,Minnesota Timberwolves,2023-12-21,0.7193675,1,0.04723635245901647,True
1397,1448,2024-02-02,Minnesota Timberwolves vs Orlando Magic,draftkings,Minnesota Timberwolves,-305,0.7530864197530864,Minnesota Timberwolves,2024-02-02,0.706228,0,-0.04685841975308647,True
16,16,2023-10-25,Toronto Raptors vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-115,0.5348837209302325,Minnesota Timberwolves,2023-10-25,0.5817092,0,0.04682547906976753,False
958,992,2024-01-03,Indiana Pacers vs Milwaukee Bucks,draftkings,Indiana Pacers,130,0.4347826086956521,Indiana Pacers,2024-01-03,0.3879897,1,-0.04679290869565211,False
1198,1242,2024-01-20,Detroit Pistons vs Milwaukee Bucks,draftkings,Detroit Pistons,650,0.1333333333333333,Detroit Pistons,2024-01-20,0.1800383,0,0.04670496666666671,False
2171,2249,2024-04-02,Minnesota Timberwolves vs Houston Rockets,draftkings,Minnesota Timberwolves,-345,0.7752808988764045,Minnesota Timberwolves,2024-04-02,0.7285869,1,-0.04669399887640446,False
602,622,2023-12-08,Boston Celtics vs New York Knicks,draftkings,Boston Celtics,-265,0.726027397260274,Boston Celtics,2023-12-08,0.67933935,1,-0.04668804726027398,False
64,66,2023-10-28,Phoenix Suns vs Utah Jazz,draftkings,Phoenix Suns,-230,0.696969696969697,Phoenix Suns,2023-10-28,0.65028375,1,-0.04668594696969697,False
1094,1133,2024-01-12,Chicago Bulls vs Golden State Warriors,draftkings,Golden State Warriors,140,0.4166666666666667,Golden State Warriors,2024-01-12,0.46317095,1,0.04650428333333334,True
1981,2052,2024-03-20,Cleveland Cavaliers vs Miami Heat,draftkings,Cleveland Cavaliers,-142,0.5867768595041323,Cleveland Cavaliers,2024-03-20,0.63315624,0,0.04637938049586776,False
2318,2402,2024-04-12,Boston Celtics vs Charlotte Hornets,draftkings,Boston Celtics,-310,0.7560975609756098,Boston Celtics,2024-04-12,0.80244935,1,0.04635178902439019,True
2271,2353,2024-04-09,Atlanta Hawks vs Miami Heat,draftkings,Miami Heat,-166,0.6240601503759399,Miami Heat,2024-04-09,0.67029715,1,0.04623699962406014,True
1033,1069,2024-01-07,Golden State Warriors vs Toronto Raptors,draftkings,Toronto Raptors,114,0.4672897196261682,Toronto Raptors,2024-01-07,0.42112672,1,-0.04616299962616821,False
1360,1409,2024-01-31,Cleveland Cavaliers vs Detroit Pistons,draftkings,Detroit Pistons,550,0.1538461538461538,Detroit Pistons,2024-01-31,0.19997057,0,0.04612441615384619,False
877,909,2023-12-28,New Orleans Pelicans vs Utah Jazz,draftkings,Utah Jazz,280,0.2631578947368421,Utah Jazz,2023-12-28,0.30916563,0,0.046007735263157934,False
1484,1538,2024-02-08,Phoenix Suns vs Utah Jazz,draftkings,Phoenix Suns,-258,0.7206703910614525,Phoenix Suns,2024-02-08,0.6747017,1,-0.045968691061452516,False
2142,2220,2024-03-31,Houston Rockets vs Dallas Mavericks,draftkings,Dallas Mavericks,-135,0.574468085106383,Dallas Mavericks,2024-03-31,0.62040436,1,0.04593627489361696,True
1273,1319,2024-01-25,Brooklyn Nets vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-185,0.6491228070175439,Minnesota Timberwolves,2024-01-25,0.6949614,1,0.04583859298245607,True
1530,1585,2024-02-12,Atlanta Hawks vs Chicago Bulls,draftkings,Chicago Bulls,142,0.4132231404958678,Chicago Bulls,2024-02-12,0.45903867,1,0.0458155295041322,True
963,997,2024-01-03,Houston Rockets vs Brooklyn Nets,draftkings,Houston Rockets,-258,0.7206703910614525,Houston Rockets,2024-01-03,0.6749923,1,-0.045678091061452486,False
2322,2406,2024-04-12,Cleveland Cavaliers vs Indiana Pacers,draftkings,Cleveland Cavaliers,-162,0.6183206106870229,Cleveland Cavaliers,2024-04-12,0.5726857,1,-0.04563491068702297,False
127,132,2023-11-01,Golden State Warriors vs Sacramento Kings,draftkings,Golden State Warriors,-285,0.7402597402597403,Golden State Warriors,2023-11-01,0.694723,1,-0.045536740259740305,False
769,797,2023-12-20,Brooklyn Nets vs New York Knicks,draftkings,New York Knicks,-120,0.5454545454545454,New York Knicks,2023-12-20,0.5909457,1,0.045491154545454604,True
1083,1122,2024-01-11,Los Angeles Lakers vs Phoenix Suns,draftkings,Los Angeles Lakers,-110,0.5238095238095238,Los Angeles Lakers,2024-01-11,0.56919175,0,0.04538222619047616,False
728,755,2023-12-17,Phoenix Suns vs Washington Wizards,draftkings,Washington Wizards,550,0.1538461538461538,Washington Wizards,2023-12-17,0.19919756,0,0.0453514061538462,False
1205,1249,2024-01-20,Atlanta Hawks vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-135,0.574468085106383,Cleveland Cavaliers,2024-01-20,0.619804,1,0.04533591489361699,True
546,565,2023-12-02,Detroit Pistons vs Cleveland Cavaliers,draftkings,Detroit Pistons,270,0.2702702702702703,Detroit Pistons,2023-12-02,0.22502401,0,-0.04524626027027029,True
2245,2327,2024-04-07,Charlotte Hornets vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-375,0.7894736842105263,Oklahoma City Thunder,2024-04-07,0.744275,1,-0.04519868421052631,False
1346,1395,2024-01-29,Portland Trail Blazers vs Philadelphia 76ers,draftkings,Portland Trail Blazers,310,0.2439024390243902,Portland Trail Blazers,2024-01-29,0.19876412,1,-0.04513831902439022,False
252,260,2023-11-11,Atlanta Hawks vs Miami Heat,draftkings,Atlanta Hawks,-185,0.6491228070175439,Atlanta Hawks,2023-11-11,0.6041782,0,-0.04494460701754388,True
25,25,2023-10-25,San Antonio Spurs vs Dallas Mavericks,draftkings,San Antonio Spurs,136,0.423728813559322,San Antonio Spurs,2023-10-25,0.37885517,0,-0.044873643559321996,True
1454,1507,2024-02-06,Utah Jazz vs Oklahoma City Thunder,draftkings,Utah Jazz,130,0.4347826086956521,Utah Jazz,2024-02-06,0.39006424,1,-0.0447183686956521,False
1394,1445,2024-02-02,Memphis Grizzlies vs Golden State Warriors,draftkings,Memphis Grizzlies,230,0.303030303030303,Memphis Grizzlies,2024-02-02,0.2583221,0,-0.044708203030302984,True
57,59,2023-10-28,New Orleans Pelicans vs New York Knicks,draftkings,New York Knicks,136,0.423728813559322,New York Knicks,2023-10-28,0.37904173,0,-0.044687083559321994,True
1657,1717,2024-02-26,Indiana Pacers vs Toronto Raptors,draftkings,Toronto Raptors,205,0.3278688524590163,Toronto Raptors,2024-02-26,0.37241665,1,0.0445477975409837,True
957,991,2024-01-03,Cleveland Cavaliers vs Washington Wizards,draftkings,Washington Wizards,340,0.2272727272727272,Washington Wizards,2024-01-03,0.18296349,0,-0.0443092372727272,True
533,551,2023-12-01,Dallas Mavericks vs Memphis Grizzlies,draftkings,Memphis Grizzlies,360,0.217391304347826,Memphis Grizzlies,2023-12-01,0.26161498,1,0.044223675652174,True
2356,2441,2024-04-14,Orlando Magic vs Milwaukee Bucks,draftkings,Orlando Magic,-175,0.6363636363636364,Orlando Magic,2024-04-14,0.59216714,1,-0.04419649636363632,False
1259,1305,2024-01-24,Houston Rockets vs Portland Trail Blazers,draftkings,Portland Trail Blazers,330,0.2325581395348837,Portland Trail Blazers,2024-01-24,0.1884974,1,-0.04406073953488368,False
100,103,2023-10-31,Cleveland Cavaliers vs New York Knicks,draftkings,New York Knicks,-148,0.5967741935483871,New York Knicks,2023-10-31,0.64075124,1,0.04397704645161293,True
1473,1527,2024-02-08,Orlando Magic vs San Antonio Spurs,draftkings,San Antonio Spurs,410,0.196078431372549,San Antonio Spurs,2024-02-08,0.24004096,0,0.04396252862745101,False
2055,2129,2024-03-25,Chicago Bulls vs Washington Wizards,draftkings,Washington Wizards,625,0.1379310344827586,Washington Wizards,2024-03-25,0.18156658,1,0.043635545517241414,True
1971,2042,2024-03-19,Orlando Magic vs Charlotte Hornets,draftkings,Charlotte Hornets,650,0.1333333333333333,Charlotte Hornets,2024-03-19,0.17682834,0,0.0434950066666667,False
1808,1873,2024-03-07,Denver Nuggets vs Boston Celtics,draftkings,Denver Nuggets,-115,0.5348837209302325,Denver Nuggets,2024-03-07,0.5783607,1,0.04347697906976744,True
414,426,2023-11-22,Houston Rockets vs Memphis Grizzlies,draftkings,Houston Rockets,-218,0.6855345911949685,Houston Rockets,2023-11-22,0.7289759,1,0.0434413088050315,True
1231,1276,2024-01-22,Toronto Raptors vs Memphis Grizzlies,draftkings,Memphis Grizzlies,235,0.2985074626865671,Memphis Grizzlies,2024-01-22,0.25513378,1,-0.043373682686567105,False
2232,2313,2024-04-06,Brooklyn Nets vs Detroit Pistons,draftkings,Detroit Pistons,285,0.2597402597402597,Detroit Pistons,2024-04-06,0.21638182,0,-0.04335843974025971,True
667,692,2023-12-13,Milwaukee Bucks vs Indiana Pacers,draftkings,Indiana Pacers,210,0.3225806451612903,Indiana Pacers,2023-12-13,0.3659075,0,0.04332685483870968,False
1919,1989,2024-03-15,New Orleans Pelicans vs Los Angeles Clippers,draftkings,New Orleans Pelicans,-298,0.7487437185929648,New Orleans Pelicans,2024-03-15,0.70546633,1,-0.043277388592964816,False
1114,1154,2024-01-13,Dallas Mavericks vs New Orleans Pelicans,draftkings,Dallas Mavericks,-130,0.5652173913043478,Dallas Mavericks,2024-01-13,0.6083672,0,0.043149808695652214,False
1976,2047,2024-03-19,Brooklyn Nets vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310,0.7560975609756098,New Orleans Pelicans,2024-03-19,0.7130399,1,-0.04305766097560981,False
2182,2261,2024-04-03,Washington Wizards vs Los Angeles Lakers,draftkings,Washington Wizards,600,0.1428571428571428,Washington Wizards,2024-04-03,0.18580253,0,0.0429453871428572,False
2288,2371,2024-04-09,Portland Trail Blazers vs New Orleans Pelicans,draftkings,Portland Trail Blazers,550,0.1538461538461538,Portland Trail Blazers,2024-04-09,0.19677731,0,0.04293115615384621,False
2146,2224,2024-03-31,New York Knicks vs Oklahoma City Thunder,draftkings,New York Knicks,-155,0.6078431372549019,New York Knicks,2024-03-31,0.6507613,0,0.042918162745098076,False
2178,2257,2024-04-02,Sacramento Kings vs Los Angeles Clippers,draftkings,Sacramento Kings,130,0.4347826086956521,Sacramento Kings,2024-04-02,0.47765094,1,0.04286833130434792,True
1391,1442,2024-02-02,Oklahoma City Thunder vs Charlotte Hornets,draftkings,Charlotte Hornets,850,0.1052631578947368,Charlotte Hornets,2024-02-02,0.14797646,0,0.04271330210526321,False
2032,2105,2024-03-23,San Antonio Spurs vs Phoenix Suns,draftkings,San Antonio Spurs,350,0.2222222222222222,San Antonio Spurs,2024-03-23,0.264779,0,0.04255677777777778,False
1432,1484,2024-02-05,Charlotte Hornets vs Los Angeles Lakers,draftkings,Charlotte Hornets,425,0.1904761904761904,Charlotte Hornets,2024-02-05,0.14795473,0,-0.042521460476190404,True
1685,1745,2024-02-27,Oklahoma City Thunder vs Houston Rockets,draftkings,Oklahoma City Thunder,-500,0.8333333333333334,Oklahoma City Thunder,2024-02-27,0.7911017,1,-0.04223163333333335,False
1011,1047,2024-01-06,Indiana Pacers vs Boston Celtics,draftkings,Indiana Pacers,170,0.3703703703703703,Indiana Pacers,2024-01-06,0.4124994,0,0.04212902962962972,False
47,49,2023-10-27,Utah Jazz vs Los Angeles Clippers,draftkings,Utah Jazz,136,0.423728813559322,Utah Jazz,2023-10-27,0.38175017,1,-0.041978643559322015,False
659,684,2023-12-13,Toronto Raptors vs Atlanta Hawks,draftkings,Atlanta Hawks,110,0.4761904761904761,Atlanta Hawks,2023-12-13,0.4342741,0,-0.04191637619047611,True
1910,1979,2024-03-14,Oklahoma City Thunder vs Dallas Mavericks,draftkings,Oklahoma City Thunder,-455,0.8198198198198198,Oklahoma City Thunder,2024-03-14,0.7780218,1,-0.04179801981981979,False
1993,2065,2024-03-20,Portland Trail Blazers vs Los Angeles Clippers,draftkings,Portland Trail Blazers,525,0.16,Portland Trail Blazers,2024-03-20,0.20171048,0,0.041710479999999994,False
2346,2431,2024-04-14,Boston Celtics vs Washington Wizards,draftkings,Washington Wizards,340,0.2272727272727272,Washington Wizards,2024-04-14,0.18575388,0,-0.0415188472727272,True
1099,1139,2024-01-12,Minnesota Timberwolves vs Portland Trail Blazers,draftkings,Portland Trail Blazers,625,0.1379310344827586,Portland Trail Blazers,2024-01-12,0.1794479,0,0.0415168655172414,False
1496,1550,2024-02-09,Sacramento Kings vs Denver Nuggets,draftkings,Denver Nuggets,-102,0.504950495049505,Denver Nuggets,2024-02-09,0.54638237,0,0.04143187495049505,False
1631,1690,2024-02-24,New York Knicks vs Boston Celtics,draftkings,Boston Celtics,-270,0.7297297297297297,Boston Celtics,2024-02-24,0.7711555,1,0.04142577027027028,True
1475,1529,2024-02-08,Brooklyn Nets vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-230,0.696969696969697,Cleveland Cavaliers,2024-02-08,0.6555696,1,-0.04140009696969704,False
1874,1941,2024-03-12,Oklahoma City Thunder vs Indiana Pacers,draftkings,Oklahoma City Thunder,-278,0.7354497354497355,Oklahoma City Thunder,2024-03-12,0.7768072,0,0.04135746455026457,False
289,298,2023-11-14,Philadelphia 76ers vs Indiana Pacers,draftkings,Indiana Pacers,185,0.3508771929824561,Indiana Pacers,2023-11-14,0.39218116,1,0.04130396701754385,True
711,737,2023-12-16,Minnesota Timberwolves vs Indiana Pacers,draftkings,Minnesota Timberwolves,-360,0.782608695652174,Minnesota Timberwolves,2023-12-16,0.7413893,1,-0.04121939565217392,False
196,202,2023-11-06,Houston Rockets vs Sacramento Kings,draftkings,Houston Rockets,-125,0.5555555555555556,Houston Rockets,2023-11-06,0.59676325,1,0.04120769444444439,True
945,979,2024-01-02,Philadelphia 76ers vs Chicago Bulls,draftkings,Philadelphia 76ers,-550,0.8461538461538461,Philadelphia 76ers,2024-01-02,0.80500257,1,-0.04115127615384617,False
1913,1982,2024-03-15,Charlotte Hornets vs Phoenix Suns,draftkings,Charlotte Hornets,350,0.2222222222222222,Charlotte Hornets,2024-03-15,0.1811214,0,-0.04110082222222222,True
96,99,2023-10-30,Denver Nuggets vs Utah Jazz,draftkings,Utah Jazz,270,0.2702702702702703,Utah Jazz,2023-10-30,0.22931512,0,-0.040955150270270274,True
1638,1697,2024-02-25,Phoenix Suns vs Los Angeles Lakers,draftkings,Phoenix Suns,-175,0.6363636363636364,Phoenix Suns,2024-02-25,0.6772594,1,0.0408957636363636,True
1352,1401,2024-01-30,New York Knicks vs Utah Jazz,draftkings,Utah Jazz,142,0.4132231404958678,Utah Jazz,2024-01-30,0.3723328,0,-0.04089034049586776,True
1138,1179,2024-01-15,Atlanta Hawks vs San Antonio Spurs,draftkings,San Antonio Spurs,250,0.2857142857142857,San Antonio Spurs,2024-01-15,0.24485508,0,-0.040859205714285696,True
12,12,2023-10-25,Brooklyn Nets vs Cleveland Cavaliers,draftkings,Brooklyn Nets,-105,0.5121951219512195,Brooklyn Nets,2023-10-25,0.55275595,0,0.04056082804878047,False
355,366,2023-11-18,Golden State Warriors vs Oklahoma City Thunder,draftkings,Golden State Warriors,130,0.4347826086956521,Golden State Warriors,2023-11-18,0.47511992,0,0.04033731130434787,False
